702099.164,3153735.420,224.843
702099.164,3153734.420,224.839
702099.164,3153733.420,224.831
702099.164,3153732.420,224.828
702099.164,3153731.420,224.821
702100.164,3153740.420,224.834
702100.164,3153739.420,224.826
702100.164,3153738.420,224.828
702100.164,3153737.420,224.831
702100.164,3153736.420,224.834
702100.164,3153735.420,224.834
702100.164,3153734.420,224.83
702100.164,3153733.420,224.823
702100.164,3153732.420,224.819
702100.164,3153731.420,224.812
702100.164,3153730.420,224.809
702100.164,3153729.420,224.806
702100.164,3153728.420,224.801
702100.164,3153727.420,224.8
702100.164,3153726.420,224.796
702100.164,3153725.420,224.794
702101.164,3153745.420,224.805
702101.164,3153744.420,224.814
702101.164,3153743.420,224.816
702101.164,3153742.420,224.817
702101.164,3153741.420,224.824
702101.164,3153740.420,224.824
702101.164,3153739.420,224.816
702101.164,3153738.420,224.818
702101.164,3153737.420,224.82
702101.164,3153736.420,224.825
702101.164,3153735.420,224.825
702101.164,3153734.420,224.821
702101.164,3153733.420,224.814
702101.164,3153732.420,224.81
702101.164,3153731.420,224.803
702101.164,3153730.420,224.8
702101.164,3153729.420,224.797
702101.164,3153728.420,224.792
702101.164,3153727.420,224.79
702101.164,3153726.420,224.787
702101.164,3153725.420,224.785
702101.164,3153724.420,224.783
702101.164,3153723.420,224.779
702101.164,3153722.420,224.777
702101.164,3153721.420,224.776
702101.164,3153720.420,224.769
702102.164,3153750.420,224.778
702102.164,3153749.420,224.78
702102.164,3153748.420,224.781
702102.164,3153747.420,224.782
702102.164,3153746.420,224.782
702102.164,3153745.420,224.785
702102.164,3153744.420,224.793
702102.164,3153743.420,224.794
702102.164,3153742.420,224.795
702102.164,3153741.420,224.802
702102.164,3153740.420,224.802
702102.164,3153739.420,224.795
702102.164,3153738.420,224.797
702102.164,3153737.420,224.799
702102.164,3153736.420,224.804
702102.164,3153735.420,224.804
702102.164,3153734.420,224.804
702102.164,3153733.420,224.796
702102.164,3153732.420,224.792
702102.164,3153731.420,224.786
702102.164,3153730.420,224.782
702102.164,3153729.420,224.779
702102.164,3153728.420,224.774
702102.164,3153727.420,224.772
702102.164,3153726.420,224.768
702102.164,3153725.420,224.767
702102.164,3153724.420,224.765
702102.164,3153723.420,224.761
702102.164,3153722.420,224.759
702102.164,3153721.420,224.757
702102.164,3153720.420,224.753
702102.164,3153719.420,224.749
702102.164,3153718.420,224.74
702102.164,3153717.420,224.734
702102.164,3153716.420,224.729
702102.164,3153715.420,224.721
702102.164,3153714.420,224.717
702103.164,3153755.420,224.759
702103.164,3153754.420,224.762
702103.164,3153753.420,224.763
702103.164,3153752.420,224.765
702103.164,3153751.420,224.766
702103.164,3153750.420,224.767
702103.164,3153749.420,224.77
702103.164,3153748.420,224.771
702103.164,3153747.420,224.771
702103.164,3153746.420,224.771
702103.164,3153745.420,224.775
702103.164,3153744.420,224.782
702103.164,3153743.420,224.783
702103.164,3153742.420,224.784
702103.164,3153741.420,224.792
702103.164,3153740.420,224.792
702103.164,3153739.420,224.784
702103.164,3153738.420,224.786
702103.164,3153737.420,224.789
702103.164,3153736.420,224.794
702103.164,3153735.420,224.795
702103.164,3153734.420,224.795
702103.164,3153733.420,224.787
702103.164,3153732.420,224.783
702103.164,3153731.420,224.777
702103.164,3153730.420,224.773
702103.164,3153729.420,224.77
702103.164,3153728.420,224.765
702103.164,3153727.420,224.763
702103.164,3153726.420,224.759
702103.164,3153725.420,224.757
702103.164,3153724.420,224.755
702103.164,3153723.420,224.752
702103.164,3153722.420,224.75
702103.164,3153721.420,224.748
702103.164,3153720.420,224.744
702103.164,3153719.420,224.742
702103.164,3153718.420,224.733
702103.164,3153717.420,224.727
702103.164,3153716.420,224.722
702103.164,3153715.420,224.713
702103.164,3153714.420,224.709
702103.164,3153713.420,224.705
702103.164,3153712.420,224.697
702103.164,3153711.420,224.693
702103.164,3153710.420,224.684
702103.164,3153709.420,224.679
702104.164,3153759.420,224.743
702104.164,3153758.420,224.744
702104.164,3153757.420,224.746
702104.164,3153756.420,224.748
702104.164,3153755.420,224.749
702104.164,3153754.420,224.751
702104.164,3153753.420,224.752
702104.164,3153752.420,224.754
702104.164,3153751.420,224.756
702104.164,3153750.420,224.757
702104.164,3153749.420,224.759
702104.164,3153748.420,224.76
702104.164,3153747.420,224.76
702104.164,3153746.420,224.76
702104.164,3153745.420,224.765
702104.164,3153744.420,224.771
702104.164,3153743.420,224.772
702104.164,3153742.420,224.773
702104.164,3153741.420,224.781
702104.164,3153740.420,224.781
702104.164,3153739.420,224.774
702104.164,3153738.420,224.776
702104.164,3153737.420,224.778
702104.164,3153736.420,224.783
702104.164,3153735.420,224.786
702104.164,3153734.420,224.786
702104.164,3153733.420,224.778
702104.164,3153732.420,224.775
702104.164,3153731.420,224.768
702104.164,3153730.420,224.764
702104.164,3153729.420,224.761
702104.164,3153728.420,224.756
702104.164,3153727.420,224.754
702104.164,3153726.420,224.75
702104.164,3153725.420,224.748
702104.164,3153724.420,224.746
702104.164,3153723.420,224.743
702104.164,3153722.420,224.741
702104.164,3153721.420,224.739
702104.164,3153720.420,224.735
702104.164,3153719.420,224.733
702104.164,3153718.420,224.726
702104.164,3153717.420,224.721
702104.164,3153716.420,224.715
702104.164,3153715.420,224.705
702104.164,3153714.420,224.701
702104.164,3153713.420,224.697
702104.164,3153712.420,224.689
702104.164,3153711.420,224.685
702104.164,3153710.420,224.677
702104.164,3153709.420,224.672
702104.164,3153708.420,224.667
702104.164,3153707.420,224.657
702104.164,3153706.420,224.653
702104.164,3153705.420,224.645
702104.164,3153704.420,224.641
702104.164,3153703.420,224.637
702105.164,3153764.420,224.724
702105.164,3153763.420,224.726
702105.164,3153762.420,224.728
702105.164,3153761.420,224.729
702105.164,3153760.420,224.731
702105.164,3153759.420,224.732
702105.164,3153758.420,224.734
702105.164,3153757.420,224.736
702105.164,3153756.420,224.737
702105.164,3153755.420,224.738
702105.164,3153754.420,224.74
702105.164,3153753.420,224.742
702105.164,3153752.420,224.744
702105.164,3153751.420,224.745
702105.164,3153750.420,224.746
702105.164,3153749.420,224.748
702105.164,3153748.420,224.749
702105.164,3153747.420,224.749
702105.164,3153746.420,224.75
702105.164,3153745.420,224.754
702105.164,3153744.420,224.76
702105.164,3153743.420,224.761
702105.164,3153742.420,224.762
702105.164,3153741.420,224.77
702105.164,3153740.420,224.77
702105.164,3153739.420,224.764
702105.164,3153738.420,224.765
702105.164,3153737.420,224.768
702105.164,3153736.420,224.773
702105.164,3153735.420,224.775
702105.164,3153734.420,224.775
702105.164,3153733.420,224.769
702105.164,3153732.420,224.766
702105.164,3153731.420,224.759
702105.164,3153730.420,224.755
702105.164,3153729.420,224.752
702105.164,3153728.420,224.746
702105.164,3153727.420,224.745
702105.164,3153726.420,224.741
702105.164,3153725.420,224.739
702105.164,3153724.420,224.737
702105.164,3153723.420,224.733
702105.164,3153722.420,224.732
702105.164,3153721.420,224.73
702105.164,3153720.420,224.726
702105.164,3153719.420,224.724
702105.164,3153718.420,224.718
702105.164,3153717.420,224.714
702105.164,3153716.420,224.709
702105.164,3153715.420,224.698
702105.164,3153714.420,224.693
702105.164,3153713.420,224.689
702105.164,3153712.420,224.681
702105.164,3153711.420,224.677
702105.164,3153710.420,224.669
702105.164,3153709.420,224.665
702105.164,3153708.420,224.659
702105.164,3153707.420,224.649
702105.164,3153706.420,224.645
702105.164,3153705.420,224.637
702105.164,3153704.420,224.633
702105.164,3153703.420,224.629
702105.164,3153702.420,224.621
702105.164,3153701.420,224.617
702105.164,3153700.420,224.613
702105.164,3153699.420,224.605
702105.164,3153698.420,224.601
702106.164,3153769.420,224.695
702106.164,3153768.420,224.696
702106.164,3153767.420,224.699
702106.164,3153766.420,224.7
702106.164,3153765.420,224.702
702106.164,3153764.420,224.703
702106.164,3153763.420,224.704
702106.164,3153762.420,224.707
702106.164,3153761.420,224.708
702106.164,3153760.420,224.71
702106.164,3153759.420,224.711
702106.164,3153758.420,224.712
702106.164,3153757.420,224.715
702106.164,3153756.420,224.716
702106.164,3153755.420,224.717
702106.164,3153754.420,224.719
702106.164,3153753.420,224.72
702106.164,3153752.420,224.723
702106.164,3153751.420,224.724
702106.164,3153750.420,224.725
702106.164,3153749.420,224.727
702106.164,3153748.420,224.727
702106.164,3153747.420,224.727
702106.164,3153746.420,224.73
702106.164,3153745.420,224.734
702106.164,3153744.420,224.738
702106.164,3153743.420,224.739
702106.164,3153742.420,224.741
702106.164,3153741.420,224.749
702106.164,3153740.420,224.749
702106.164,3153739.420,224.743
702106.164,3153738.420,224.745
702106.164,3153737.420,224.747
702106.164,3153736.420,224.752
702106.164,3153735.420,224.754
702106.164,3153734.420,224.756
